Date,MSFT,NVDA,AAPL,AMZN,GOOGL,META,TSLA,JPM,UNH,PG,V,MA
2018-11-16,0.47187619465047603,-5.37114749654069,0.5044679462659359,-0.7810216316286878,-0.1909125771954526,-1.2253937146900709,0.354717240711415,-0.08845088354887656,1.1388651499131128,-0.041744609913722336,-0.7647761590676933,-0.5051543307053309
2018-11-19,-1.9866394282896334,-3.742946456669514,-2.086886009948117,-2.38493487819198,-1.999208281949533,-2.2896268829375592,-0.1202041355781682,0.36855030867724536,-0.9515081516836319,-0.4898236732172359,-2.430773655848223,-2.7661765029713403
2018-11-20,-1.64170648643893,0.8448338563002896,-2.5031738787463937,-0.5533634318962066,0.09038304236826487,0.2134281826768696,-0.4797121183782065,-1.2221100683012243,-0.8736868533361439,-1.0643316337163058,-0.679025853174246,-0.6944256560767695
2018-11-21,0.7188294792281514,-0.9743570996985481,-0.1192769611819918,0.6138740284643209,0.5798117425281529,0.6584632225626508,-0.7230244956272869,-0.4568254366782762,-0.20256305171260272,-0.6387751707293292,0.44484206429981615,0.13502079003079318
2018-11-23,-0.08463640880072842,-0.018171520305733883,-1.3595124684863467,-0.4862986210155006,-0.7073474361187558,-0.9467381597977004,-0.9648209094912628,-0.5512987102063515,0.18310138060256362,0.08185118466853228,-0.7541614846363047,-1.5404648318164864
2018-11-26,1.8101373357126522,1.615716562010449,0.6295703216707444,2.3888279232097536,1.213386061779047,1.334449529923061,1.4682219003418713,1.2884573150711813,0.843147586983335,0.3201518826852883,1.3860097725622473,2.7700286032739663
2018-11-27,0.2946510247500759,0.0563023938226651,-0.17274291423067492,-0.03835506365942494,-0.23508230555654475,-0.4451541138960975,-0.21018076512605494,0.1812945978446053,0.9126242041303716,0.6527130108582994,-0.05531516344892955,0.28396586522897155
2018-11-28,2.0463298357470223,1.1798285373391943,1.9035483141692187,2.7635771340778588,1.8456201745819008,0.4621377871178382,0.22222422165036046,0.5588241850256471,1.7793710140272758,0.21973388903590627,2.445219766822204,2.633110555405999
2018-11-29,-0.5377569455819059,-0.5662419518865949,-0.4541143975749315,-0.15568535474430126,0.07040683339214786,0.5014206062668359,-0.5375929594916097,-0.4821638982657121,0.262223851568635,-0.19827083376802784,-1.0380977655704244,-1.5859805511704914
2018-11-30,0.29803380227972387,1.0984078886710187,-0.3376112813292154,0.4157066424554363,0.63923449854548,0.4966196550663723,0.6127718699764046,0.5122739061912477,-0.07283415452876864,1.4387898423765466,1.1177069243340556,1.202180929309859
2018-12-03,0.5517549172717902,1.1555332165554026,1.724155007353905,2.197940045705476,0.24754201388720745,0.08507326006929744,0.5031900068782469,0.4672297404723439,0.8586327693714654,-1.0509965868323488,1.3928966895122696,2.3845664330914693
2018-12-04,-1.8707623110536573,-2.401071577475463,-2.3095302713920463,-2.7415979927270686,-2.5082265152894894,-0.9262671380694423,0.02180060703643437,-2.487691036243333,-1.3754247609140704,-0.04178385482345287,-2.751905924446624,-2.5225772650991596
2018-12-06,0.2878978849225617,0.14996327095232911,-0.6313101756347954,0.8087137315935329,0.6861304730388958,0.43425979556087285,0.1692362082978171,-1.0882592611981206,-0.32564351289251425,0.17479401651921986,1.0324665651163938,0.6493560120063745
2018-12-07,-2.3347325526679543,-2.1394175015657426,-1.883744324226052,-1.9393358766450774,-1.5415661958172908,-0.6688584322854768,-0.40808614805674537,-1.0356811691991092,-1.4019926943760879,-0.9837037563377646,-1.7676991627097296,-1.818587553157234
2018-12-10,1.4376468108532434,0.7997316061190943,0.2751381744191269,0.2953352273370708,0.2607004959056849,1.214453070092896,0.43407062411448444,-1.069732193967939,-0.512074201853792,0.4740565365214826,0.30535173126938253,0.397774488023149
2018-12-11,0.46507526680611455,-0.8172305854581257,-0.3538272876398237,0.02103087458231732,0.34877240345364663,0.01485408304900707,0.04735105841852692,-0.5824211325908177,0.10747627907091675,0.7315729598797249,-0.5211527242131718,-0.13283766268954442
2018-12-12,0.19355786067766148,0.06692575704649846,0.08089390358735091,0.5278037694682148,0.518022464396429,0.6186989229037965,-0.07239453320268656,0.30510499275562086,0.6161864160949327,0.0702043668495029,0.4054441743218082,0.673029258874435
2018-12-13,0.12995619794604005,-0.08140297539778835,0.4975639645163896,-0.18379048050652377,-0.06821393611305751,0.08961137358378442,0.6253137630614779,0.005363847007454988,0.2564610814392911,2.0818468555111163,-0.15824625498121336,-0.4118624054444318
2018-12-14,-1.836549973621395,-0.5797287988724676,-1.6967423703787465,-1.8863800710162575,-1.090857654425977,-0.3053811571575878,-0.7883391224312024,-0.497231891195077,-1.3269527975207114,0.09254187447291337,-1.1423151873461186,-1.0562755969554216
2018-12-17,-1.7438762292661518,-0.6777071774210776,-0.5371043752573448,-2.094448637986931,-1.3163072569141816,-1.1012810358488818,-1.2300038509378606,-0.7461258431618993,-1.3282465308114964,-3.270448691474883,-1.7294805433286193,-1.4304960940216147
2018-12-18,0.5333020276880674,0.6351529101580004,0.6024345234963444,0.8844467431324248,0.8192372306677184,0.9211771090443754,-0.8695020642821943,-0.30810709959813265,-1.0062166549634068,-0.27709776580794715,0.5508672162311643,0.2951296795085388
2018-12-19,-0.21549934531117174,-1.8310119642503413,-1.655557671457804,-1.7146949325060428,-0.4457781171953613,-2.890705208879402,-0.3593192906359431,-0.7418737152969874,-0.5454891121910895,-0.6712044585529486,-0.6937495493512225,-1.3444129890473988
2018-12-20,-1.2562042927607002,-0.8310372290437957,-1.351117487405566,-1.095717956588718,-0.6412943179694132,-0.00163723374952137,-1.3671550244286859,-0.5205236604467633,-1.5881674955827243,-0.7203139549157788,-1.2185213369748704,-1.351868893833187
2018-12-21,-1.897004445901105,-1.3291289705756912,-2.049246472628326,-2.668893429283076,-1.6616245302763764,-2.5306502989235953,0.2823881206319321,-1.3403994132582386,-0.8641885948768786,-0.04202288554437899,-2.201142849601755,-2.3287120356114177
